datetime,toimipiste,aikaryhman,aikaryhma,laakari,RESURSSI,ETNS,ETNS_A,kesto_min,ETNS_B,tyhja
2024-02-19 17:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Spine Surgery,1,20,1,1
2024-02-19 17:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Spine Surgery,1,20,1,0
2024-02-19 18:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Spine Surgery,1,30,1,0
2024-02-19 18:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Spine Surgery,1,20,1,1
2024-02-19 18:50,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Spine Surgery,1,20,1,1
2024-02-19 09:00,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,30,1,1
2024-02-19 09:30,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,0
2024-02-19 09:50,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-19 10:10,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,60,1,1
2024-02-19 11:10,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,30,1,1
2024-02-19 11:40,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-19 12:00,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,30,1,1
2024-02-19 12:30,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-19 12:50,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-19 13:10,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-19 13:30,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,0
2024-02-19 13:50,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,60,1,1
2024-02-19 14:50,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,30,1,0
2024-02-19 15:20,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-19 15:40,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,30,1,0
2024-02-19 16:10,Lääkäriasema Koski,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-19 16:30,Lääkäriasema Koski,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-20 08:00,Lääkäriasema Virta,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,20,1,0
2024-02-20 08:20,Lääkäriasema Virta,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,20,1,0
2024-02-20 08:40,Lääkäriasema Virta,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,20,1,1
2024-02-20 09:00,Lääkäriasema Virta,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,20,1,0
2024-02-20 09:20,Lääkäriasema Virta,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,20,1,0
2024-02-20 09:40,Lääkäriasema Virta,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,60,1,0
2024-02-20 10:40,Lääkäriasema Virta,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,20,1,0
2024-02-20 11:00,Lääkäriasema Virta,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,20,1,1
2024-02-20 11:20,Lääkäriasema Virta,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,20,1,1
2024-02-20 11:40,Lääkäriasema Virta,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,20,1,0
2024-02-20 12:00,Lääkäriasema Virta,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,20,1,1
2024-02-20 12:20,Lääkäriasema Virta,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,20,1,0
2024-02-20 12:40,Lääkäriasema Virta,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,20,1,1
2024-02-20 13:00,Lääkäriasema Virta,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,30,1,1
2024-02-20 13:30,Lääkäriasema Virta,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,20,1,0
2024-02-20 13:50,Lääkäriasema Virta,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,20,1,1
2024-02-20 14:10,Lääkäriasema Virta,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,30,1,1
2024-02-20 14:40,Lääkäriasema Virta,Remote consultation,RC,Dr. A,Gynecology,Obstetrics,1,20,1,0
2024-02-20 15:00,Lääkäriasema Virta,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,30,1,1
2024-02-20 15:30,Lääkäriasema Virta,In-person appointment,IA,Dr. A,Gynecology,Obstetrics,1,30,1,0
2024-02-20 10:00,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,20,1,0
2024-02-20 10:20,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,30,1,1
2024-02-20 10:50,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-02-20 11:10,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-02-20 11:30,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,0
2024-02-20 11:50,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,60,1,1
2024-02-20 12:50,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-02-20 13:10,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,0
2024-02-20 13:30,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-02-20 13:50,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,0
2024-02-20 14:10,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,20,1,0
2024-02-20 14:30,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,60,1,0
2024-02-20 15:30,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,30,1,1
2024-02-20 16:00,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-02-20 16:20,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,60,1,1
2024-02-20 17:20,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-02-20 17:40,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,0
2024-02-20 09:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-20 09:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,30,1,1
2024-02-20 09:50,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-20 10:10,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,0
2024-02-20 10:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,0
2024-02-20 10:50,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,60,1,0
2024-02-20 11:50,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,30,1,0
2024-02-20 12:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,0
2024-02-20 12:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,30,1,1
2024-02-20 13:10,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,0
2024-02-20 13:30,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-20 13:50,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,60,1,1
2024-02-20 14:50,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,30,1,0
2024-02-20 15:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-20 15:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-20 16:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-20 16:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,0
2024-02-21 08:00,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,30,1,1
2024-02-21 08:30,Lääkäriasema Koski,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,30,1,0
2024-02-21 09:00,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,30,1,1
2024-02-21 09:30,Lääkäriasema Koski,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,60,1,0
2024-02-21 10:30,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,30,1,0
2024-02-21 11:00,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,20,1,0
2024-02-21 11:20,Lääkäriasema Koski,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,20,1,0
2024-02-21 11:40,Lääkäriasema Koski,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,60,1,0
2024-02-21 12:40,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,20,1,1
2024-02-21 13:00,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,20,1,1
2024-02-21 13:20,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,20,1,1
2024-02-21 13:40,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,20,1,0
2024-02-21 14:00,Lääkäriasema Koski,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,60,1,0
2024-02-21 15:00,Lääkäriasema Koski,In-person appointment,IA,Dr. A,Gynecology,Fertility,1,20,1,1
2024-02-21 15:20,Lääkäriasema Koski,Remote consultation,RC,Dr. A,Gynecology,Fertility,1,30,1,1
2024-02-21 10:00,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-02-21 10:20,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,60,1,0
2024-02-21 11:20,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,0
2024-02-21 11:40,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,20,1,0
2024-02-21 12:00,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,0
2024-02-21 12:20,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-02-21 12:40,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,0
2024-02-21 13:00,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-02-21 13:20,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-02-21 13:40,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-02-21 14:00,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,60,1,1
2024-02-21 15:00,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-02-21 15:20,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-02-21 15:40,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-02-21 16:00,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-02-21 16:20,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-02-21 16:40,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Preventive Care,1,20,1,0
2024-02-21 17:00,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,0
2024-02-21 17:20,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Preventive Care,1,20,1,1
2024-02-21 12:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-02-21 12:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-02-21 12:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-02-21 13:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Joint Replacement,1,60,1,1
2024-02-21 14:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-02-21 14:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-02-21 14:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-02-21 15:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-02-21 15:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-02-21 15:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-02-21 16:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-02-21 16:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-02-21 16:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-02-21 17:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Joint Replacement,1,60,1,1
2024-02-21 18:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Joint Replacement,1,60,1,1
2024-02-21 19:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-02-21 19:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-02-21 19:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. C,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-02-21 09:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-21 09:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,0
2024-02-21 09:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,60,1,1
2024-02-21 10:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,60,1,0
2024-02-21 11:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-21 12:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-21 12:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-21 12:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,30,1,1
2024-02-21 13:10,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-21 13:30,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,30,1,0
2024-02-21 14:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,30,1,0
2024-02-21 14:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-21 14:50,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,30,1,0
2024-02-21 15:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-21 15:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-21 16:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,Fertility,1,20,1,1
2024-02-21 16:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,Fertility,1,30,1,0
2024-02-21 11:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,0
2024-02-21 11:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,1
2024-02-21 11:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,1
2024-02-21 12:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,1
2024-02-21 12:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Sports Medicine,1,30,1,0
2024-02-21 12:50,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Sports Medicine,1,60,1,0
2024-02-21 13:50,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,1
2024-02-21 14:10,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,1
2024-02-21 14:30,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,0
2024-02-21 14:50,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,1
2024-02-21 15:10,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,1
2024-02-21 15:30,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Sports Medicine,1,30,1,1
2024-02-21 16:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,1
2024-02-21 16:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,1
2024-02-21 16:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,0
2024-02-21 17:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,1
2024-02-21 17:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,0
2024-02-21 17:40,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,1
2024-02-21 18:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. F,Orthopedic surgeon,Sports Medicine,1,30,1,0
2024-02-21 18:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. F,Orthopedic surgeon,Sports Medicine,1,20,1,1
2024-02-22 08:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,General Gynecology,1,30,1,0
2024-02-22 08:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,General Gynecology,1,30,1,1
2024-02-22 09:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,General Gynecology,1,20,1,0
2024-02-22 09:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,General Gynecology,1,30,1,0
2024-02-22 09:50,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,General Gynecology,1,20,1,0
2024-02-22 10:10,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,General Gynecology,1,20,1,0
2024-02-22 10:30,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,General Gynecology,1,20,1,1
2024-02-22 10:50,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,General Gynecology,1,30,1,1
2024-02-22 11:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,General Gynecology,1,20,1,1
2024-02-22 11:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,General Gynecology,1,20,1,1
2024-02-22 12:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,General Gynecology,1,20,1,0
2024-02-22 12:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,General Gynecology,1,30,1,0
2024-02-22 12:50,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,General Gynecology,1,30,1,1
2024-02-22 13:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,General Gynecology,1,30,1,0
2024-02-22 13:50,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,General Gynecology,1,20,1,0
2024-02-22 14:10,Lääkäriasema Tulva,Remote consultation,RC,Dr. A,Gynecology,General Gynecology,1,60,1,1
2024-02-22 15:10,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,General Gynecology,1,20,1,1
2024-02-22 15:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. A,Gynecology,General Gynecology,1,30,1,1
2024-02-22 10:00,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-02-22 10:20,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,0
2024-02-22 10:40,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,0
2024-02-22 11:00,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,0
2024-02-22 11:20,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-02-22 11:40,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,30,1,1
2024-02-22 12:10,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-02-22 12:30,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-02-22 12:50,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,30,1,1
2024-02-22 13:20,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,0
2024-02-22 13:40,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,60,1,0
2024-02-22 14:40,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-02-22 15:00,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-02-22 15:20,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-02-22 15:40,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-02-22 16:00,Lääkäriasema Koski,Remote consultation,RC,Dr. B,General practitioner,Internal Medicine,1,20,1,0
2024-02-22 16:20,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-02-22 16:40,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,20,1,1
2024-02-22 17:00,Lääkäriasema Koski,In-person appointment,IA,Dr. B,General practitioner,Internal Medicine,1,60,1,0
2024-02-22 09:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-02-22 09:20,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-02-22 09:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-02-22 10:00,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-02-22 10:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,60,1,0
2024-02-22 11:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-02-22 11:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-02-22 12:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,60,1,1
2024-02-22 13:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-02-22 13:20,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,20,1,1
2024-02-22 13:40,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-02-22 14:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,60,1,1
2024-02-22 15:00,Lääkäriasema Tulva,Remote consultation,RC,Dr. E,Gynecology,General Gynecology,1,30,1,1
2024-02-22 15:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,60,1,1
2024-02-22 16:30,Lääkäriasema Tulva,In-person appointment,IA,Dr. E,Gynecology,General Gynecology,1,20,1,0
2024-02-22 11:00,Lääkäriasema Virta,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-02-22 11:20,Lääkäriasema Virta,In-person appointment,IA,Dr. F,Orthopedic surgeon,Joint Replacement,1,30,1,1
2024-02-22 11:50,Lääkäriasema Virta,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-02-22 12:10,Lääkäriasema Virta,In-person appointment,IA,Dr. F,Orthopedic surgeon,Joint Replacement,1,60,1,1
2024-02-22 13:10,Lääkäriasema Virta,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-02-22 13:30,Lääkäriasema Virta,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,60,1,1
2024-02-22 14:30,Lääkäriasema Virta,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-02-22 14:50,Lääkäriasema Virta,In-person appointment,IA,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,1
2024-02-22 15:10,Lääkäriasema Virta,Remote consultation,RC,Dr. F,Orthopedic surgeon,Joint Replacement,1,20,1,0
2024-02-22 15:30,Lääkäriasema Virta,In-person appointment,IA,Dr. F,Orthopedic surgeon,Joint Replacement,1,30,1,0
